MC,M   ,"public class Test{
public static void main(String[] args) {
boolean[][] x = new boolean[3][];
x[0] = new boolean[1]; x[1] = new boolean[2];
x[2] = new boolean[3];
System.out.println(""""x[2][2] is "" + x[2][2]);
}
}","A) The program, has a compile error, because, new boolean[3][] is wrong.",Correct,"B)The program has a runtime, error because x[2][2] is null.    ",Incorrect,"C)The program runs and displays x[2][2] is    ""A. int [] myList = {""1"", ""2"", ""3""};""  .",Incorrect,D) The program runs and displays x[2][2] is false.,Incorrect
MC,M,"Given the following code segment:
public void validatePrime() {
long p = 99; // 'prime number' candidate
double primeSquareRoot = Math.sqrt(p);
boolean isPrime = true;
for (long j = 2; j <= (long)primeSquareRoot; j++) {
if (p % j == 0) {
// Print divisors
System.out.println(j + ""x"" + p / j);
isPrime = false;
}
}
System.out.println(""Prime number: "" + isPrime);
}
Which of the following is true?",A) The code will not compile due to a syntactical error somewhere in the code.,Incorrect,B) The code will not compile since the expression (p % j == 0) should be written as,Incorrect,"C) Divisors will be printed to standard out (for example, 2x33, and so on), along with
""Prime number: false""as the final output.",Correct,"D) Divisors will be printed to standard out (for example, 2x33, and so on), along with
""Prime number: 0"" as the final output.",Incorrect
MC,M,"Assume that x and y are int variables with x = 5, y = 3, and a and d are char variables with a = 'a' and d = 'A',
and examine the following conditions:
Condition 1: (x < y && x > 0)
Condition 2: (a != d || x != 5)
Condition 3: !(true && false)
Condition 4: (x > y || a == 'A' || d != 'A')",A) All 4 Conditions are false,Incorrect,B) All 4 Conditions are true,Incorrect,"C) Conditions 2, 3 and 4 are all true, Condition 1 is not",Correct,D) Only Condition 2 is true,Incorrect
MC,M,"Suppose int i = 5, which of the following can be used as an index for array double[] t = new double[100]?",A) i + 10.0,Incorrect,B) Math.random() * 100,Incorrect,C) i * 5.5,Incorrect,D) (int)(Math.random() * 100)),Correct
MC,M,"Given:
public class Redwood extends Tree {
public static void main(String[] args) {
new Redwood().go();
}
void go() {
go2(new Tree(), new Redwood());
go2((Redwood) new Tree(), new Redwood());
}
void go2(Tree t1, Redwood r1) {
Redwood r2 = (Redwood)t1;
Tree t2 = (Tree)r1;
}
}
class Tree { }
What is the result?",A) An exception is thrown at runtime,Correct,B) The code compiles and runs with no output,Incorrect,C) Compilation fails with an error at line 9,Incorrect,D) Compilation fails with an error at line 12,Incorrect
MC,M,"switch (x)
{
case 3 : x += 1;
case 4 : x += 2;
case 5 : x += 3;
case 6 : x++;
case 7 : x += 2;
case 8 : x--;
case 9 : x++
}
If x is currently equal to 5, what will the value of x be after the switch statement executes?",A)5,Incorrect,B)6,Incorrect,C)8,Incorrect,D)11,Correct
MC,H,"What is the output of the print method?
int z, x = 5, y = -10, a = 4, b = 2;
System.out.print(x++ - --y * b / a + "" Mangoes"");",A) 10 Mangoes,Correct,B) Compiler Error,Incorrect,C) 5 Mangoes,Incorrect,D) 8 Mangoes,Incorrect
MC,M,"Given:
class Alpha {
static String s = "" "";
protected Alpha() { s += ""alpha ""; }
}
class SubAlpha extends Alpha {
private SubAlpha() { s += ""sub ""; }
}
public class SubSubAlpha extends Alpha {
private SubSubAlpha() { s += ""subsub ""; }
public static void main(String[] args) {
new SubSubAlpha();
System.out.println(s);
}
}

What is the result?",A) subsub,Incorrect,B) sub subsub,Incorrect,C) alpha subsub,Correct,D) alpha sub subsub,Incorrect
MC,M,"Given:
class Mixer {
Mixer m1;
Mixer() { }
Mixer(Mixer m) { m1 = m; }
public static void main(String[] args) {
Mixer m2 = new Mixer();
Mixer m3 = new Mixer(m2); m3.go();
Mixer m4 = m3.m1; m4.go();
Mixer m5 = m2.m1; m5.go();
}
void go() { System.out.print(""hi ""); }
}
What is the result?",A) hi,Incorrect,B) hi hi,Incorrect,C) Does not compile,Incorrect,"D) hi hi, followed by exception",Correct
MC,M,"To check if a string s contains the suffix ""Java"", you may write ________.",A) if (s == Java)   ,Incorrect,"B) if (s.substring(s.length() - 3).equals(""Java""))",Incorrect,"C) if (s.substring(s.length() - 5).equals(""Java""))",Incorrect,"D) if (s.charAt(s.length() - 4) == 'J' && s.charAt(s.length() - 3) == 'a' && s.charAt(s.length() - 2) == 'v' &&
s.charAt(s.length() - 1) == 'a')",Correct
MC,M,"Given:
class Box {
int size;
Box(int s) { size = s; }
}
public class Laser {
public static void main(String[] args) {
Box b1 = new Box(5);
Box[] ba = go(b1, new Box(6));
ba[0] = b1;
for(Box b : ba) System.out.print(b.size + "" "");
}
static Box[] go(Box b1, Box b2) {
b1.size = 4;
Box[] ma = {b2, b1};
return ma;
}
}
What is the result?",A) 4 4,Correct,B) 5 4,Incorrect,C) 6 4,Incorrect,D) 5 5,Incorrect
MC,M,"Which of the following loops produces the output?
1 2 3 4 1 2 3 1 2 1
(I)
for (int i = 4; i > 0; i--) {
for (int j = 1; j <= i; j++)
System.out.print(j + "" "");
}
(II)
for (int i = 1; i < 5; i++) {
for (int j = 1; j < i; j++)
System.out.print(j + "" "");
}
(III)
int i = 0;
while (i < 5) {
for (int j = 1; j < i; j++)
System.out.print(j + "" "");
i++;
}
(IV)
int i = 5;
while (i > 1) {
for (int j = 1; j < i; j++)
System.out.print(j + "" "");
i--;
}",A) (I),Correct,B) (II),Incorrect,C) (III),Incorrect,D) (IV),Incorrect
FIB,H,Which of the following is the best for generating random integer 0 or 1?,(int)(Math.random() + 0.5),,,,,,,
MA,H,"What is wrong in the following code?
class TempClass {
int i;
public void TempClass(int j) {
int i = j;
}
}
public class C {
public static void main(String[] args) {
TempClass temp = new TempClass(2);
}
}",A) The program has a compilation error because TempClass does not have a default constructor.,Correct,"B) The program has a compilation error because TempClass does not have a constructor with an int
argument.",Correct,C) The program compiles and runs fine.,Incorrect,"D) The program compiles fine, but it does not run because class C is not public.",Incorrect
MC,M,"What is the printout of the second println statement in the main method?
public class Foo {
int i;
static int s;
public static void main(String[] args) {
Foo f1 = new Foo();
System.out.println(""f1.i is "" + f1.i + "" f1.s is "" + f1.s);
Foo f2 = new Foo();
System.out.println(""f2.i is "" + f2.i + "" f2.s is "" + f2.s);
Foo f3 = new Foo();
System.out.println(""f3.i is "" + f3.i + "" f3.s is "" + f3.s);
}
public Foo() {
i++;
s++;
}
}",A) f2.i is 1 f2.s is 2,Correct,B) f2.i is 1 f2.s is 1,Incorrect,C) f2.i is 2 f2.s is 2,Incorrect,"D) f2.i is 2 f2.s is 1
5",Incorrect
MC,H,Which of the following statements is false?,A) Local variables do not have default values.,Incorrect,B) You may assign an int value to a reference variable.,Correct,C) A variable of a primitive type holds a value of the primitive type.,Incorrect,D) A variable of a reference type holds a reference to where an object is stored in the memory.,Incorrect
MC,H,"Analyze the following code and select an option which will help the code compile:
class Test {
private double i;
public Test(double i) {
this.t();
this.i = i;
}
public Test() {
System.out.println(""Default constructor"");
this(1);
}
public void t() {
System.out.println(""Invoking t"");
}
}",A) this.i may be replaced by i.,Incorrect,B) this.t() may be replaced by t().,Incorrect,"C) this(1) must be called before System.out.println(""Default constructor"").",Correct,D) this(1) must be replaced by this(1.0).,Incorrect
MC,H,"Analyze the following code:
public class Test {
public static void main(String[] args) {
new B();
}
}
class A {
int i = 7;
public A() {
setI(20);
System.out.println(""i from A is "" + i);
}
public void setI(int i) {
this.i = 2 * i;
}
}
class B extends A {
public B() {
// System.out.println(""i from B is "" + i);
}
public void setI(int i) {
this.i = 3 * i;
}
}","A) The constructor of class A is called and it displays ""i from A is 60"".",Correct,"B) The constructor of class A is called and it displays ""i from A is 40"".",Incorrect,"C) The constructor of class A is called and it displays ""i from A is 7"".",Incorrect,D) The constructor of class A is not called.,Incorrect
MC,H,"What is the output of the following code?
int[] myList = {1, 2, 3, 4, 5, 6};
for (int i = myList.length - 2; i >= 0; i--) {
myList[i + 1] = myList[i];
}
for (int e: myList)
System.out.print(e + "" "");",A) 6 2 3 4 5 1,Incorrect,B) 1 1 2 3 4 5,Correct,C) 6 1 2 3 4 5,Incorrect,D) 2 3 4 5 6 1,Incorrect
MC,E,"What is the output of the following code?
public class Test {
public static void main(String[] args) {
int[][] matrix =
{{1, 2, 3, 4, 5},
{4, 5, 6, 4, 7},
{8, 9, 10, 11},
{12, 13, 14, 15}};
for (int i = 0; i < matrix.length; i++)
System.out.print(matrix[i][3] + "" "");
}
}",A) 4 4 11 15,Correct,B) 1 2 3 4,Incorrect,C) 1 3 8 12,Incorrect,D) 4 5 6 7,Incorrect
MC,M,Which of the statements regarding the super keyword is incorrect?,A) You can use super to invoke a super class method.,Incorrect,B) You can use super to invoke a super class constructor.,Incorrect,C) You can use super.super.p to invoke a method in superclass's parent class.,Correct,D) You cannot invoke a method in superclass's parent class.,Incorrect
MC,H,"What is output by the following Java code segment?
int temp = 180;
if (temp > 90)
{
System.out.println(""This porridge is too hot."");
// cool down
temp = temp - (temp > 150 ? 100 : 20);
}
else
{
if (temp < 70)
{
System.out.println(""This porridge is too cold."");
// warm up
temp = temp + (temp < 50 ? 30 : 20);
}
}
if (temp == 80)
System.out.println(""This porridge is just right!"");",A) This porridge is too hot.,Incorrect,"B) This porridge is too cold.
This porridge is just right!",Incorrect,C) This porridge is just right!,Incorrect,D) None of the above,Correct
MA,E,"Which of the following are true?
A. this() can be called from anywhere in a constructor.
B. this() can be called from any instance method in the class.
C. this.variableName can be called from any instance method in the class.
D. this.variableName can be called from any static method in the class.
E. You must include a default constructor in the code if the compiler does not include one.
F. You can call the default constructor written by the compiler using this().
G. You can access a private constructor with the main() method.",A) A,Incorrect,B) C,Incorrect,C) B,Correct,D) G,Correct
MC,M,"Which of the following statements can be inserted in the blank so that the code will
compile successfully?
public class Snake {}
public class Cobra extends Snake {}
public class GardenSnake {}
public class SnakeHandler {
private Snake snake;
public void setSnake(Snake snake) { this.snake = snake; }
public static void main(String[] args) {
new SnakeHandler().setSnake(_____);
}}
1. new Cobra()
2. new GardenSnake()
3. new Snake()
4. new Object()
5. new String(""Snake"")
6. null",A) 1,Incorrect,B) 2,Incorrect,C) 3,Correct,D) 6, Incorrect
MC,H,"Given:
class Feline { }
public class BarnCat2 extends Feline {
public static void main(String[] args) {
Feline ff = new Feline();
BarnCat2 b = new BarnCat2();
// insert code here
}
}
Which, inserted independently at line 7, compile?
1. if(b instanceof ff) System.out.print(""1 "");
2. if(b.instanceof(ff)) System.out.print(""2 "");
3. if(b instanceof Feline) System.out.print(""3 "");
4. if(b.instanceof(Feline)) System.out.print(""5 "");","A) 1,3",Incorrect,B) 3,Correct,C) 2,Incorrect,D) 4,Incorrect
MC,H,"Given:
public class LaoTzu extends Philosopher {
public static void main(String[] args) {
new LaoTzu();
new LaoTzu(""Tigger"");
}
LaoTzu() { this(""Pooh""); }
LaoTzu(String s) { super(s); }
}
class Philosopher {
Philosopher(String s) { System.out.print(s + "" ""); }
}
What is the result?",A) Pooh Tigger,Correct,B) Pooh Pooh,Incorrect,C) Tigger Pooh,Incorrect,D) Tigger Tigger,Incorrect
MC,E,"Given:
class Bird {
public static String s = """";
public static void fly() { s += ""fly ""; }
}
public class Hummingbird extends Bird {
public static void fly() { s += ""hover ""; }
public static void main(String[] args) {
Bird b1 = new Bird();
Bird b2 = new Hummingbird();
Bird b3 = (Hummingbird)b2;
Hummingbird b4 = (Hummingbird)b2;
b1.fly(); b2.fly(); b3.fly(); b4.fly();
System.out.println(s);
} }
What is the result?",A) fly fly fly fly,Incorrect,B) fly fly fly hover,Correct,C) fly hover hover hover,Incorrect,D) hover hover hover hover,Incorrect
MC,M,"Given |x - 2| >= 4, which of the following is true?",A) x - 2 >= 4 && x - 2 <= -4,Incorrect,B) x - 2 >= 4 && x - 2 < -4,Incorrect,C) x - 2 >= 4 || x - 2 < -4,Incorrect,D) x - 2 >= 4 || x - 2 <= -4,Correct
MC,H,"For the questions below, assume an int array, candy, stores the number of candy bars sold by a group of children where candy[j] is the
number of candy bars sold by child j. Assume there are 12 children in all.
What does the following method do?
public int question15( )
{
int value1 = 0;
int value2 = 0;
for (int j = 0; j < 12; j++)
if (candy[j] > value1)
{
value1 = candy[j];
value2 = j;
}
return value2;
}",A) It returns the total number of candy bars sold,Incorrect,B) It returns the number of candy bars sold by the child who sold the most candy bars,Incorrect,C) It returns the index of the child who sold the most candy bars,Correct,D) It returns the total number of children who sold more than 0 candy bars,Incorrect
MC,E,"What does the following code do?
Scanner scan = Scanner.create(System.in);
int value1 = scan.nextInt( );
int value2 = scan.nextInt( );
bars[value1] += value2;",A) adds 1 to the number of bars sold by child value1 and child value2,Incorrect,B) adds value1 to the number of bars sold by child value2,Incorrect,C) inputs a new value for the number of bars sold by both child value1 and child value2,Incorrect,D) adds value2 to the number of bars sold by child value1,Correct
MC,M,"Given two files:
1. package com.wickedlysmart2;
2. public class Utils {
3. void do1() { System.out.print(""do1 ""); }
4. protected void do2() { System.out.print(""do2 ""); }
5. public void do3() { System.out.print(""do3 ""); }
6. }
1. import com.wickedlysmart2.*;
2. public class UPS extends Utils {
3. public static void main(String[] args) {
4. Utils u = new Utils();
5. u.do1();
6. u.do2();
7. u.do3();
8. } }
What is the result?",A) do1 do2 do3,Incorrect,B) Compilation fails due to an error on line 4 of class UPS,Incorrect,C) Compilation fails due to an error on line 5 of class UPS,Correct,D) Compilation fails due to an error on line 7 of class UPS,Incorrect
MC,E,"If int[] a = {1,2} and int[] b = {3,4}, then a = b; will",A) return true if a and b are aliases and return false otherwise,Incorrect,B) copy all elements of b into a,Incorrect,"C) return true if each corresponding element of b is equal to each corresponding element of a (that is, a[0] is
equal to b[0], a[1] is equal to b[1] and so forth) and return false otherwise",Incorrect,D) make a and b refer to the same array,Correct
MC,M,Which statement is completely true?,A) Java will both upcast and downcast automatically,Incorrect,"B) Java upcasts automatically, but you must explicitly downcast",Correct,C) Java expects the user to explicitly upcast and downcast,Incorrect,"D) Java downcasts automatically, but you must explicitly upcast",Incorrect
MC,H,"You should add the static keyword in the place of ? in Line ________ in the following code:
1 public class Test {
2 private int age;
3
4 public ? int square(int n) {
5 return n * n;
6 }
78
public ? int getAge() {
9 }
10 }",A) in both line 4 and line 8,Incorrect,B) in line 4,Correct,C) in line 8,Incorrect,D) none,Incorrect
MC,M,"What is the error in this code?
byte b = 50;
b = b * 50;","A) b can not contain value 100, limited by its range.",Incorrect,"B) * operator has converted b * 50 into int, which cannot be converted to byte without casting.",Correct,C) b can not contain value 50,Incorrect,D) No error in this code,Incorrect
MC,M,"Consider the following classes that do not compile:
public class Account {
private double balance;
public Account(double balance) { this.balance = balance; }
//... getter and setter for balance
}
public class Savings extends Account {
private double interestRate;
public Savings(double rate) { interestRate = rate; }
}
What fix allows these classes to compile?",A) Add a no-arg constructor to Savings.,Incorrect,B) Call the setBalance method of Account from Savings.,Incorrect,C) Replace the constructor in Savings with one that calls the constructor of Account using super.,Correct,D) Change the access of interestRate to public.,Incorrect
MC,E,"package com.bank;
public class Account {
double balance;
}
package com.bank.type;
import com.bank.Account;
public class Savings extends Account {
private double interest;
Account acct = new Account();
public double getBalance (){ return (interest + balance); }
}
What change would make this code compile?",A) Make balance private in line 3.,Incorrect,B) Make balance protected in line 3.,Correct,C) Replace balance with acct.balance in line 15.,Incorrect,D) Replace balance with Account.balance in line 15.,Incorrect
MC,H,"What is the output of this program?
class output {
public static void main(String args[])
{
String s1 = ""Hello"";
String s2 = new String(s1);
String s3 = ""HELLO"";
System.out.println(s1.equals(s2) + "" "" + s2.equals(s3));
}
}",A) true true,Incorrect,B) false false,Incorrect,C) true false,Correct,D) false true,Incorrect
MC,M,"What is the output of this program, Command line execution is done as -""java Output line 12 10 B 4""?
class Output {
public static void main(String args[]) {
System.out.print(""(int)args[2] * 2"");
}
}",A) 24,Incorrect,B) 20,Correct,C) line,Incorrect,D) B,Incorrect
MC,E,"What is the output of this program?
class Output {
public static void main(String args[])
{
int x , y = 1;
x = 10;
if (x != 10 && x / 0 == 0)
System.out.println(y);
else
System.out.println(++y);
}
}",A) Does not compile ,Incorrect,B) 1,Incorrect,C) 2 ,Correct,D) Divide by zero error,Incorrect
MC,E,"Find the line causing compilation error.
public class Test {
Test() { } // line 1
static void Test() { this(); } // line 2
public static void main(String[] args) { // line 3
Test(); // line 4
}
}",A) line 1,Incorrect,B) line 2,Correct,C) line 4,Incorrect,D) line 3,Incorrect
MC,M,"What is the output of the program?
class Test{
public void display(int x, double y){
System.out.println(x+y);
}
public double display(int p, double q){
return (p+q);
}
public static void main(String args[]){
Test test = new Test();
test.display(4, 5.0);
System.out.println(test.display(4, 5.0));
}
}",A) Compilation error,Correct,B) 9 9,Incorrect,C) 9.0 9.0,Incorrect,"D) None of these
14",Incorrect
MC,M,"What will be the result of compiling and executing the following program code?
class Vehicle{
public void printSound(){
System.out.print(""vehicle"");
}
}
class Car extends Vehicle{
public void printSound(){
System.out.print(""car"");
}
}
class Bike extends Vehicle{
public void printSound(){
System.out.print(""bike"");
}
}
public class Test{
public static void main(String[] args){
Vehicle v = new Car();
Bike b = (Bike) v;
v.printSound();
b.printSound();
}
}",A) Compile fails,Incorrect,B) ClassCastException is thrown at runtime and progam crashes,Correct,C) vehiclebike is printed,Incorrect,D) vehiclecar is printed,Incorrect
MC,E,"You should fill in the blank in the following code with ________.
public class Test {
public static void main(String[] args) {
System.out.print(""The grade is "");
printGrade(78.5);
System.out.print(""The grade is "");
printGrade(59.5);
}
public static ________ printGrade(double score) {
if (score >= 90.0) {
System.out.println('A');
}
else if (score >= 80.0) {
System.out.println('B');
}
else if (score >= 70.0) {
System.out.println('C');
}
else if (score >= 60.0) {
System.out.println('D');
}
else {
System.out.println('F');
}
}
}",A) void,Correct,B) int,Incorrect,C) boolean,Incorrect,D) char,Incorrect
MC,H,"Analyze the following code:
class Circle {
private double radius;
public Circle(double radius) {
radius = radius;
}
}","A) The program will compile, but you cannot create an object of Circle with a specified radius. The object will
always have radius 0.",Correct,B) The program has a compilation error because it does not have a main method.,Incorrect,C) The program has a compilation error because you cannot assign radius to radius.,Incorrect,D) The program does not compile because Circle does not have a default constructor.,Incorrect
FIB,H,An immutable class cannot have ________.,private data fields,,,,,,,
MC,M,"Analyze the following code.
// Program 1:
public class Test {
public static void main(String[] args) {
Object a1 = new A();
Object a2 = new A();
System.out.println(a1.equals(a2));
}
}
class A {
int x;
public boolean equals(Object a) {
return this.x == ((A)a).x;
}
}
// Program 2:
public class Test {
public static void main(String[] args) {
Object a1 = new A();
Object a2 = new A();
System.out.println(a1.equals(a2));
}
}
class A {
int x;
public boolean equals(A a) {
return this.x == a.x;
}
}",A) Program 1 displays true and Program 2 displays true,Incorrect,B) Program 1 displays false and Program 2 displays truE,Incorrect,C) Program 1 displays true and Program 2 displays false,Correct,"D) Program 1 displays false and Program 2 displays false
",Incorrect
MC,M,"Analyze the following code and choose the best option:
import java.util.Scanner;
public class Test {
public static void main(String[] args) {
int sum = 0;
for (int i = 0; i < 100000; i++) {
Scanner input = new Scanner(System.in);
sum += input.nextInt();
}
}
}","A) The program compiles and runs, but it is not efficient and unnecessary to execute the Scanner input = new
Scanner(System.in); statement inside the loop. You should move the statement before the loop.",Incorrect,"B) The program does not compile because the Scanner input = new Scanner(System.in); statement is inside
the loop.",Incorrect,"C) The program compiles, but does not run because the Scanner input = new Scanner(System.in); statement is
inside the loop.",Incorrect,"D) The program compiles, but does not run because there is not prompting message for entering the input.",Correct
TF,M,"All Java classes in a package must contain a main method which is the first method executed when the Java
class is called upon.",TRUE,,,,,,,
TF,M,The values of (double) 5 / 2 and (double) (5 / 2) are identical.,TRUE,,,,,,,
MA,M,"Given:
public class Maize {
public static void main(String[] args) {
String s = ""12"";
s.concat(""ab"");
s = go(s);
System.out.println(s);
}
static String go(String s) {
s.concat(""56"");
return s;
} }",A) 12,Incorrect,B)12,Incorrect,C)ab56,Incorrect,D)12ab,Correct
   MA    ,H,"     What one of these, Java datatypes are 16 bits?       ",A)int,incorrect,B)short,correct,C)long,correct,D)char,incorrect
   MC  ,E,Why is JavaFX preferred?    ,"A)JavaFX is much harder,complex to learn and use for new Java programmers.","    ""   CORRECT   """,B) JavaFX does not provide a multi-touch support for touch-enabled devices such as tablets and smart phones.  ,incorrect,"C) JavaFX has a built-in 3D, animation support, video and audio playback, and runs as a standalone application or from a browser.         ",incorrect,D) JavaFX does not incorporate modern GUI technologies to enable you to develop rich Internet applications., incorrect
